12000 6
1 3409 3
1 9920 6
1 7966 6
1 8160 2
1 4953 5
1 6203 3
1 6326 2
1 3584 3
1 2047 4
1 3329 4
2 4458 2
1 5190 3
2 284 6
2 8203 3
2 1724 6
1 2786 4
2 5375 4
2 7402 4
2 5033 6
2 348 6
2 9722 6
1 8048 6
2 7555 4
1 9276 5
1 8569 4
1 517 4
2 6610 2
2 4766 6
2 8360 1
2 3232 5
2 6139 6
2 2755 2
2 3756 2
2 6002 6
2 6924 2
1 5400 2
1 2555 6
2 1867 6
2 7302 2
1 3727 1
1 2213 2
1 2963 1
2 6639 3
2 7285 1
1 6142 4
2 7296 1
1 4709 5
2 3059 1
2 870 2
2 9062 2
1 5532 5
1 7849 5
2 8279 2
1 6619 1
1 3843 1
1 4954 1
2 9428 3
2 2031 3
1 2701 6
1 3364 3
2 3670 6
1 2444 5
2 8909 4
1 9411 5
2 3376 2
2 3584 5
2 1673 3
1 8406 6
1 4919 6
2 3476 4
1 5286 6
2 3798 3
2 2569 2
2 2074 6
2 9170 5
2 2805 6
1 919 5
2 1239 6
1 8215 2
2 3701 3
2 9929 6
1 1999 1
1 6755 4
2 9367 4
2 5367 5
2 3314 6
2 5694 4
2 6326 2
1 2355 6
1 5100 6
2 9485 4
2 5520 2
2 4013 3
2 6745 2
1 8549 6
1 5725 5
2 1072 2
2 5227 5
2 9803 1
2 2325 6
1 4696 2
1 8474 4
1 692 5
2 3190 1
1 8866 1
1 6227 2
2 6830 4
2 4192 6
2 5396 3
2 9532 4
1 1033 4
1 6077 1
2 4173 1
1 1218 5
1 4347 6
1 8113 2
2 8212 4
1 1030 4
1 5354 2
1 590 4
1 3817 1
1 7449 4
2 774 4
2 3763 6
2 8043 1
2 1145 2
1 4566 3
2 2053 4
1 7043 5
1 1597 1
1 5843 4
2 3889 2
1 5222 5
2 6275 5
2 7605 5
1 6165 3
1 2450 3
2 4424 3
1 1853 2
2 7557 1
1 9133 5
1 9588 6
1 4926 5
1 6384 6
2 1248 4
2 1511 5
1 518 6
2 2870 6
2 3703 6
2 7649 5
2 7593 2
1 3872 5
1 7980 5
1 1897 6
1 2714 4
1 3731 1
2 5213 5
2 6274 4
1 2184 1
1 9787 5
1 3005 6
2 9142 2
1 7595 6
1 8980 1
2 2997 3
1 1113 2
2 3949 4
1 935 6
2 4127 6
2 5002 5
2 9797 2
1 206 4
2 5337 6
2 8054 3
1 5931 6
1 8270 3
2 840 2
1 3694 2
2 4656 3
1 1829 5
2 5947 3
1 3206 6
2 8291 4
1 5209 1
1 270 6
2 5481 4
2 3149 1
1 1278 1
2 3499 5
1 8084 5
2 2297 2
2 7284 1
2 1297 4
2 315 5
1 5528 2
2 2334 5
2 8305 3
1 6285 3
1 8799 5
1 2928 6
2 20 5
2 1491 5
2 8626 6
1 7155 1
2 1056 3
1 4016 6
2 7717 5
2 243 4
1 3785 6
1 9043 2
1 8259 6
2 5856 3
1 3547 5
1 1818 2
1 6635 4
1 4372 2
1 8078 2
2 311 5
2 298 3
1 461 4
1 2270 3
1 6642 6
1 5163 6
1 5926 3
2 4391 4
2 1842 3
2 2456 3
2 6215 2
2 2744 5
2 7205 4
2 3174 2
2 979 3
2 2878 4
2 7230 4
1 5965 6
2 2560 2
2 5854 1
2 5289 4
1 1760 1
1 2764 2
2 426 1
1 6852 6
2 5711 6
1 9240 1
1 7109 6
2 9230 6
1 2913 5
1 1052 3
2 8425 4
2 799 3
1 6554 1
2 7155 3
2 3703 5
2 4309 3
2 8849 2
1 5805 2
1 8015 5
2 9835 6
2 1076 5
2 1179 4
1 1587 4
1 4910 1
2 7724 4
2 5291 3
1 1232 4
2 1350 5
2 6719 1
1 3547 4
2 3386 1
2 3857 5
1 7438 4
1 6444 5
1 510 2
2 5601 2
2 8656 4
2 4838 6
1 3828 5
2 276 2
1 7156 3
2 4982 6
2 1093 5
2 9646 5
2 1028 4
1 3591 4
2 8951 4
1 2684 3
2 891 5
2 4702 6
2 7239 6
2 82 6
1 5182 3
2 6990 3
2 6468 6
2 3081 3
1 6415 5
1 5423 6
1 7758 5
1 1850 4
1 4609 4
2 8295 3
1 9451 6
1 7578 5
1 3214 4
2 9774 3
2 7646 5
1 8415 4
2 3445 5
2 1346 4
2 6129 4
1 3981 3
1 9606 3
1 4331 3
1 3818 1
2 4146 4
1 4869 5
2 1312 1
1 7849 6
2 885 6
1 1122 4
2 271 5
1 9155 2
2 4415 5
2 4283 4
2 4318 3
2 287 6
2 2198 4
1 4165 2
2 8418 5
1 8826 2
1 4264 4
2 7510 3
2 9179 3
1 2393 5
1 8538 3
2 6965 6
1 3120 3
2 9623 1
2 3510 3
1 3615 3
1 2755 2
1 2813 1
2 3993 6
1 3816 6
1 4018 6
1 3309 5
2 7917 3
1 2086 6
2 1731 3
2 6035 2
2 1028 1
2 3543 5
1 6810 5
1 9562 6
2 6755 1
1 5533 3
1 4175 4
2 9176 1
1 6580 3
1 3095 2
1 5339 4
2 5585 1
1 9994 2
2 7733 1
1 4122 6
1 230 3
1 3421 2
1 795 6
1 7344 5
1 7456 1
1 1173 2
2 4996 1
1 2700 1
2 8202 5
2 1737 5
1 1441 1
1 9178 2
2 4983 5
1 4207 5
2 8057 5
2 9177 2
2 1086 1
2 6189 6
1 6312 5
2 1097 2
1 8156 6
2 9940 3
2 9808 2
2 9142 4
2 6953 5
1 2836 1
1 7804 5
2 1342 2
2 118 1
1 5377 2
1 4356 2
2 6781 1
1 1728 1
1 8968 2
1 6040 2
1 9997 4
2 221 5
2 6697 1
1 9591 3
2 4573 6
2 9063 4
2 9265 1
2 8604 3
2 9186 6
1 407 1
2 2193 6
1 7892 6
2 4072 6
2 9019 3
1 9920 2
1 4665 1
1 6857 2
1 2218 3
1 8917 1
2 3548 5
1 419 3
1 1112 2
2 7485 2
2 5502 6
2 4549 4
2 703 1
2 3212 4
1 6185 6
1 7566 6
1 5732 2
1 6948 4
2 2909 5
1 6168 6
2 3210 1
1 4034 6
2 9562 6
2 6203 5
2 1303 5
2 9996 6
1 3091 6
2 954 3
1 3084 4
2 9937 5
1 2766 4
2 6760 3
2 1447 6
2 9981 1
2 553 1
1 7925 4
2 7996 2
2 3058 3
1 7970 3
1 2556 1
2 9021 2
1 1222 1
1 4171 6
2 7315 5
1 3207 3
1 1980 4
1 7602 2
2 8700 6
1 4855 2
2 8046 5
2 6589 5
1 2740 2
1 509 5
2 8301 5
2 1750 5
2 6154 3
2 8703 5
1 6952 6
2 7615 5
1 5181 4
2 8687 5
2 3737 6
2 1365 1
1 2313 6
2 9944 3
2 6023 1
1 4779 3
1 4616 6
1 9040 3
1 6482 3
2 4283 2
1 3428 1
2 332 4
1 4787 3
2 7773 4
1 4478 5
2 6774 2
2 5254 5
2 2252 1
1 2115 6
2 1034 6
2 7899 1
1 7469 4
2 2455 2
2 4685 4
2 2867 6
2 8329 3
1 210 5
1 3994 5
1 243 5
1 5176 1
2 8071 6
1 8799 4
2 649 5
2 4492 4
1 6630 3
2 4874 4
2 499 2
1 2134 4
1 3505 2
2 3462 3
1 1021 6
1 8452 1
2 7852 2
2 9744 1
2 4506 2
2 9407 3
2 6053 3
2 2915 4
1 9826 2
1 4590 4
1 1233 3
2 2909 1
2 9512 5
2 6196 5
1 4580 4
1 4668 3
1 5556 5
2 9063 6
2 8690 6
2 4464 2
1 2980 3
1 8203 5
1 485 1
2 9893 4
2 5500 3
1 7942 4
2 5887 6
1 9118 4
1 5825 3
2 5060 3
1 2009 4
1 3686 3
1 9982 4
2 7662 2
2 3222 4
1 4655 3
1 5985 2
1 4544 3
2 4060 6
1 8297 1
2 3287 1
2 5634 2
1 7043 2
1 1322 5
2 9432 5
2 9747 1
2 8682 6
2 6558 5
1 396 6
1 8119 1
1 4737 3
2 4303 6
1 1330 3
1 3324 6
1 4458 3
2 2127 4
1 7855 3
1 4913 1
2 6348 6
1 221 6
2 3815 4
2 8579 2
2 4095 3
2 9100 3
2 9024 1
2 5495 4
1 6167 3
2 6082 1
2 7066 6
2 3272 6
1 2706 1
1 4509 2
2 6834 3
2 2147 1
1 6052 5
2 7331 5
2 4086 3
1 6015 1
1 1893 4
1 7647 3
1 4876 6
1 6128 2
2 1047 2
1 3256 5
1 3873 4
2 8360 6
1 1595 6
1 2128 3
2 7011 6
2 8434 3
2 1770 4
1 7670 5
1 6552 3
2 8723 3
1 8798 3
2 4935 5
1 3440 1
1 7346 1
1 7660 2
2 8809 2
2 5933 4
1 1604 1
1 3640 1
1 729 6
1 9289 6
1 4857 5
1 3817 5
1 4171 4
1 980 3
1 4216 3
2 3689 1
2 1474 3
2 7449 5
1 3588 3
2 36 2
2 1682 1
1 7569 1
2 4935 4
1 4578 1
2 5404 6
2 5673 6
1 1369 5
2 9982 1
2 2387 4
1 7296 4
2 1733 3
2 8153 6
2 3399 2
2 8573 1
1 8164 5
2 9701 4
2 7804 2
2 9758 2
2 8435 3
1 5304 3
2 8189 3
1 4706 4
1 3674 3
1 7101 3
1 788 6
2 7149 5
2 3252 3
2 6149 3
2 1139 3
1 6041 4
2 7509 2
1 637 1
1 4994 2
2 2058 3
1 6328 2
1 3635 1
1 5426 6
1 7155 4
2 695 3
1 5523 5
1 6270 1
2 6253 3
1 3169 6
2 2005 5
2 5245 3
2 4390 2
2 8185 1
2 4016 6
2 7616 4
2 2217 2
2 8844 2
2 1050 5
2 1849 6
1 2499 5
2 4294 4
1 1968 3
1 1666 1
1 8553 4
1 427 6
1 7267 6
1 7578 4
1 3936 2
2 3543 6
2 4389 6
2 2574 1
2 2494 4
2 6071 2
2 4343 2
2 6336 5
2 2054 5
2 9496 2
1 1714 1
2 1285 6
2 5734 5
1 6660 2
1 2789 3
1 1250 5
1 7929 4
2 7278 6
2 3083 4
1 6856 4
2 315 4
2 3399 4
1 1955 4
1 1418 3
1 1922 1
1 9570 3
1 8892 2
1 6296 6
1 6439 1
1 37 3
2 9262 1
2 3675 6
1 4983 1
2 2909 2
1 6115 2
1 8656 5
1 7309 5
1 3660 4
1 6366 4
2 2819 2
2 8808 6
1 4719 6
2 7859 4
1 6353 1
1 1189 1
2 4180 1
2 6612 4
2 4540 1
1 362 6
1 2519 6
1 6748 5
1 7099 2
2 1941 3
2 6618 1
1 1912 4
1 7639 5
2 3239 4
1 2731 4
2 3707 6
2 256 1
1 4891 5
1 6913 3
1 1300 6
2 3578 5
1 1035 5
2 1400 3
1 5235 4
1 3362 3
1 6486 5
1 6214 6
1 3507 5
1 2592 6
2 7892 6
2 8402 2
2 3485 5
2 2638 5
2 3292 5
1 5295 1
2 3809 4
1 539 4
1 864 1
1 3639 6
2 4904 3
1 472 4
2 3422 6
1 2127 6
2 8934 6
1 3150 5
2 3321 4
1 6821 4
1 6636 6
2 5925 4
1 744 6
2 511 3
1 2917 1
1 7777 6
2 7170 5
2 2096 5
1 1580 3
2 1962 5
1 8486 1
2 9353 3
2 3481 3
1 6004 6
2 3418 5
1 2930 2
2 2800 2
1 3408 3
1 732 4
2 6391 5
2 1124 2
1 4791 3
2 9527 6
1 5056 4
1 9620 3
1 2751 4
2 5942 2
2 2218 3
1 4255 2
2 7136 6
2 2656 1
1 1595 4
1 2614 1
2 4644 1
1 4604 5
1 1742 6
1 4244 5
1 7252 2
1 3539 3
2 7444 4
2 3272 3
1 4077 2
2 609 4
2 9776 3
1 9572 1
2 9827 6
2 7885 3
2 2564 3
2 4947 4
1 5658 3
2 677 3
1 4419 4
2 7104 5
1 5924 6
2 4797 4
1 2634 6
2 7117 3
1 4459 4
1 9099 1
2 5946 1
2 8037 1
1 5231 6
2 7744 3
1 758 6
1 9971 1
2 7591 3
2 4723 3
2 9418 6
2 37 3
2 3107 2
2 7771 5
2 3497 2
2 6960 5
2 4552 6
2 5959 5
2 7564 5
2 9914 3
1 8795 1
2 4958 4
2 5525 6
1 1774 5
1 6839 6
1 4440 4
2 5108 6
2 1544 2
1 6908 5
1 4208 5
1 7851 2
2 8052 1
1 2286 1
1 7028 6
1 9544 6
2 2631 6
1 7792 2
1 5999 4
1 2432 4
1 384 6
1 1506 6
2 4235 5
1 8019 1
1 577 6
2 4752 4
2 5344 1
2 1314 2
2 5847 2
1 4470 5
2 3220 6
2 432 2
2 8496 5
1 5928 3
1 531 1
2 2869 4
2 1869 5
2 8066 4
1 247 1
2 8530 1
1 9725 5
1 1388 5
2 6572 1
2 8455 3
2 7280 3
1 6200 4
1 2928 4
1 7142 6
2 3064 3
1 5529 4
1 2345 1
2 9900 4
2 7485 5
1 9725 4
2 3215 1
2 3702 1
2 3388 3
1 9522 3
2 9544 2
1 4970 2
1 7982 2
1 6241 5
2 1423 6
1 6112 1
2 4943 4
1 7619 1
1 9593 4
2 1157 2
1 683 6
1 8580 3
2 288 5
2 9797 3
1 2152 6
2 4474 3
1 7568 4
1 9217 5
2 4415 1
1 3579 6
2 2390 6
2 7477 2
1 5954 5
1 5029 6
1 3682 2
2 8984 1
1 4315 3
2 2270 2
1 1798 3
1 1977 2
2 1751 5
1 5264 5
2 2279 2
1 9958 6
2 6528 4
2 2675 6
1 2949 4
2 2944 2
2 6227 5
1 3863 1
1 7291 6
1 5511 6
1 3362 2
1 292 2
1 4189 4
2 8657 5
2 5993 4
1 3459 3
1 2247 1
1 2518 3
1 5807 3
1 1001 2
1 3780 5
2 7293 5
1 2472 2
2 401 3
2 5737 6
1 346 4
1 6945 3
2 7109 1
1 2260 4
1 313 6
2 4975 5
1 1558 2
2 9414 4
2 2157 6
1 4812 5
1 4915 4
2 2382 2
2 6473 4
2 2818 1
2 2955 5
2 6228 1
2 1801 3
1 7274 4
1 4149 5
2 8721 5
1 6503 6
2 4158 6
1 4551 3
2 4632 1
2 7023 2
2 1282 1
2 9655 2
1 9343 5
1 7568 2
1 1654 4
1 9848 1
1 2869 3
2 8519 3
1 3676 4
1 812 1
2 5664 3
2 1295 4
1 6372 6
2 4105 4
1 4771 2
2 7895 1
1 3731 5
1 1837 3
2 3135 2
2 4566 5
2 4016 1
2 9272 2
1 3133 5
1 6544 5
1 4155 2
1 1752 4
1 2473 2
1 3149 2
2 5808 2
1 7623 5
1 5884 6
2 3012 5
1 6359 4
2 4304 2
1 3779 4
1 6194 4
1 526 6
1 3493 2
1 2146 6
1 982 4
1 3924 3
2 9201 1
2 5878 1
2 9695 5
1 9823 6
2 1663 1
1 5159 2
2 4284 3
1 4675 3
2 7415 1
1 6466 2
1 7450 4
1 936 2
1 5194 1
1 7059 5
2 8964 4
1 5526 4
1 4925 5
1 6407 6
1 1148 4
1 5329 1
2 7408 3
2 6831 6
1 3934 1
2 6338 6
2 5692 4
1 7931 3
2 2824 6
1 2576 6
1 4431 5
1 3525 4
2 127 2
1 1227 6
1 2525 5
1 8702 2
2 9822 3
1 7326 3
1 8836 2
2 8714 6
1 3024 6
2 9629 1
2 1900 5
2 1422 2
2 1802 4
1 1499 3
2 8653 1
2 4584 1
2 3235 6
2 2956 4
2 3475 6
2 3234 4
1 6251 1
1 2299 5
2 2714 2
2 9302 5
1 1260 1
1 9406 2
2 3103 3
2 1467 2
1 4858 5
1 6783 5
2 5957 4
2 1947 3
1 5952 2
1 7271 5
2 4178 4
2 2986 1
1 192 4
2 2439 1
2 7309 6
2 3130 6
2 4914 3
1 216 5
2 8382 3
2 2755 1
2 6570 4
1 8759 5
1 521 4
1 8236 2
2 7682 1
1 9699 1
2 4211 2
1 9589 2
1 9067 6
1 8016 2
2 623 2
1 5394 1
1 6776 1
1 2074 5
2 6270 6
2 168 5
1 8202 5
1 9806 3
2 4673 1
2 5281 2
2 5766 1
2 7797 5
1 7060 6
1 4266 3
2 1916 1
2 2856 5
2 5750 6
2 302 4
1 9832 5
2 4656 2
1 7800 1
1 5027 6
1 8728 3
1 823 1
1 6687 6
2 9674 6
2 3866 1
2 4179 4
1 339 1
2 9724 1
2 2521 1
1 2930 1
1 5861 2
1 8056 3
1 7335 6
2 5651 6
1 497 5
2 1100 3
2 1141 2
1 1152 6
1 1292 2
2 8455 4
1 1187 5
1 8979 5
2 9523 6
2 7109 3
1 7344 6
1 4078 4
1 2326 1
2 4775 2
2 4900 6
2 9144 2
1 29 6
1 2715 1
2 3489 6
1 6498 6
2 7594 1
1 7988 2
2 6189 3
2 5599 2
2 7831 4
2 9736 1
1 370 2
2 601 5
1 6207 1
2 1694 5
1 3989 3
2 1648 5
1 9876 5
1 8493 1
2 9308 4
1 3597 3
1 3058 3
1 2356 2
1 1247 4
1 9257 4
1 68 1
1 350 4
1 8316 2
1 4120 3
1 4571 1
1 3362 4
1 5977 4
1 1505 2
2 8024 2
1 9594 6
1 7218 6
2 1738 3
2 9197 1
2 7099 4
1 420 2
1 586 4
2 3383 6
2 3570 2
2 405 1
1 7664 5
2 6864 5
1 5485 4
2 3013 6
2 1649 6
1 8849 3
1 6445 6
2 3867 5
2 728 3
1 5453 5
2 9196 4
1 8462 6
2 7083 2
1 1019 3
2 6424 5
2 8294 2
1 3929 2
2 1072 3
1 7191 2
2 3493 5
1 676 1
2 3540 1
1 6799 4
1 515 2
2 3727 4
1 1586 2
2 932 6
2 8677 1
2 65 5
1 2647 2
2 5383 6
1 7209 3
1 8403 5
1 9258 3
2 7309 3
1 3453 4
2 628 6
1 5869 4
2 4169 4
1 620 5
1 2336 2
1 5375 2
1 6806 6
2 1497 2
2 6221 1
1 569 5
2 3184 5
2 6706 2
1 7150 1
1 3196 3
2 6087 3
2 586 1
2 5217 2
2 3727 2
2 6173 3
2 9750 4
2 6758 3
1 8471 6
1 2427 3
1 1983 3
1 633 2
2 2677 2
2 2151 3
2 9669 3
1 9846 1
2 82 3
2 6528 6
1 5698 5
2 4426 2
1 1195 1
1 5143 6
1 728 4
2 4984 4
1 2281 1
2 399 4
2 8814 2
2 4390 3
2 8650 2
2 5776 5
2 8775 6
1 2586 2
2 6359 6
2 6372 2
2 8021 3
1 5201 5
1 1187 6
2 3892 4
1 4563 4
1 4079 3
2 9587 4
1 3560 5
2 2402 1
2 582 3
2 446 5
2 7836 2
1 4996 4
2 8933 1
1 447 5
1 994 3
2 1068 5
1 8352 5
1 5158 1
2 5646 6
1 1851 6
2 9984 2
2 6682 1
1 5565 1
1 2245 3
1 110 2
1 6218 2
1 1270 5
1 3589 6
1 4049 3
2 2031 1
2 6124 3
2 6994 2
1 2700 3
2 9121 2
1 2308 6
2 1810 4
2 4164 6
1 9356 3
1 3726 1
1 554 6
1 3437 2
2 3931 5
2 2586 2
1 7212 2
1 1252 1
2 9721 5
2 2791 1
2 3857 2
1 1444 6
2 9683 1
1 3943 3
1 7417 1
2 8385 5
1 1580 6
1 7776 2
2 7157 6
1 553 5
1 7930 3
2 9015 6
2 9038 5
2 9622 5
1 3209 6
1 8587 3
2 3371 6
1 1114 3
2 1822 1
2 9736 6
2 4095 6
1 7135 6
1 9193 6
1 3530 5
1 5953 1
2 8426 1
2 1751 4
1 688 3
1 2485 1
1 6484 2
1 652 4
2 4487 2
1 3912 4
2 7317 5
1 8551 1
2 5856 5
1 8487 3
2 3831 6
2 4172 6
1 127 4
1 6905 5
1 524 5
1 5249 5
1 1708 5
2 6227 2
2 7083 1
2 8639 4
2 6060 3
1 6964 1
1 2034 2
2 1424 6
1 9195 5
2 4358 1
2 6304 4
1 7162 6
1 2344 1
2 77 3
2 2804 4
1 3602 2
1 3686 1
2 17 2
1 3720 2
1 836 6
2 8111 3
2 3174 3
2 4715 2
2 5720 1
2 6227 4
2 6922 6
1 7018 6
2 9981 4
1 9779 4
2 6989 2
2 5106 1
1 4566 2
1 8700 5
2 2617 4
2 6219 5
2 7054 4
2 1751 2
2 5888 6
1 1546 6
1 6835 4
1 1969 1
2 2562 2
1 1998 1
1 4701 5
1 1410 1
1 7721 2
2 1736 6
2 5746 6
1 4148 1
2 8990 3
2 4400 3
2 4628 5
2 5628 6
2 3275 5
1 6745 2
2 2145 1
1 8111 6
2 7288 1
2 925 4
2 5710 2
2 9665 6
2 1765 5
2 7418 3
1 9261 2
2 4948 5
1 150 3
1 148 4
1 5679 4
2 4684 4
1 9972 3
2 681 5
1 6966 2
1 4637 5
1 3872 6
2 9411 4
2 3966 1
1 8963 5
2 4849 4
1 6875 6
2 6154 2
1 3646 6
2 7981 5
2 1956 2
2 5164 2
2 8147 3
2 7429 2
1 2229 2
1 925 4
1 3084 1
1 1384 5
2 7804 6
2 8659 2
1 4574 6
1 274 3
1 7281 2
1 3844 6
1 3391 1
2 5978 4
2 8096 3
2 9724 5
2 1957 1
2 9149 6
1 2689 6
1 1655 5
2 6182 4
2 9052 6
1 6282 5
1 6789 5
2 955 5
2 4518 2
2 5450 4
1 8163 2
2 5023 6
1 4766 2
2 8278 1
2 748 1
2 7712 3
1 7330 3
1 8939 4
2 3877 1
1 10000 4
2 6246 4
2 7875 2
1 2943 4
2 1581 1
2 1529 3
1 2464 2
1 9 6
1 5458 2
1 5376 3
1 7979 4
1 2040 6
2 7284 6
2 1589 3
1 1166 5
1 2143 5
2 5500 5
2 1040 4
1 6018 5
2 89 1
2 5792 1
2 422 4
1 6912 4
2 7466 6
2 2638 2
2 3076 3
1 7192 4
1 4342 1
1 9117 1
1 4976 3
2 7027 1
2 7719 4
2 2175 4
1 1749 2
1 3129 5
1 3338 1
2 186 6
2 469 5
2 9018 4
1 8967 2
1 8722 2
2 96 6
2 1857 4
2 7993 4
2 7610 2
1 1220 1
1 9189 2
1 9016 4
2 6889 4
2 795 5
2 8543 6
1 7642 4
1 2170 3
2 9358 1
2 1587 2
1 914 1
2 5437 4
2 1231 6
1 6245 5
1 5921 6
2 7414 1
1 3640 2
1 7837 2
1 9961 2
1 8631 6
1 4439 3
1 6582 3
1 6305 5
2 8819 4
2 8024 4
2 3343 4
2 9988 5
2 3530 6
2 3932 1
1 4188 3
1 3523 5
1 6541 5
1 4871 5
2 8078 2
1 4281 1
1 6656 4
1 5838 4
2 9579 3
2 1405 3
1 230 2
2 8739 4
1 7262 3
2 8922 3
2 8400 2
2 372 3
1 870 2
2 8799 1
2 9663 5
2 9860 5
1 6913 2
1 9357 5
2 3247 4
2 4043 2
1 6181 5
1 4239 5
1 4322 4
1 934 5
1 761 4
2 4730 1
1 9119 6
2 7855 3
1 2737 5
1 1574 5
1 3480 5
2 1447 4
2 3321 2
2 8473 5
1 9015 4
1 2960 4
2 9584 2
1 5895 6
1 8639 3
2 7594 2
2 1609 5
2 7281 6
1 7234 4
1 2713 5
1 7820 3
2 7010 3
2 234 4
1 659 1
1 1301 2
2 9524 3
2 5570 6
2 2898 3
2 8288 3
2 5139 3
2 6356 4
1 928 1
2 9096 6
2 6581 2
2 8747 5
1 140 4
2 1045 1
1 5512 2
1 1063 5
1 9165 3
2 7158 1
1 2913 1
1 1343 5
1 3550 5
2 4118 3
2 4118 6
1 7321 6
1 8331 2
2 482 3
2 1055 1
2 4885 6
2 2936 5
1 5606 3
1 9185 3
2 3875 4
1 5288 1
1 8320 6
2 5412 5
2 380 3
2 7658 6
1 6324 4
1 7746 5
1 8637 4
2 7047 2
1 6443 5
1 5041 6
1 7170 6
2 9487 3
1 2865 2
2 2636 2
1 4329 1
1 1633 4
2 8451 5
2 9113 4
1 9631 3
2 6434 6
2 7609 1
1 7949 4
1 6891 6
1 3967 1
2 1420 3
1 2336 1
1 5193 1
1 992 6
2 3699 6
2 2996 1
1 6230 6
1 9446 3
1 6066 6
1 6673 5
2 5298 1
2 8664 5
2 1494 2
2 4082 4
1 4018 2
1 9999 2
2 6726 1
1 4449 5
2 3434 3
2 8132 6
2 3428 1
1 4141 4
1 5686 6
1 3231 5
1 8530 6
1 8174 5
2 8646 2
2 7503 1
2 6873 4
1 7294 1
1 5231 5
1 6084 2
1 6246 6
1 9471 4
2 3892 2
2 8335 5
1 4562 5
2 2520 3
1 918 6
1 6740 1
1 1249 1
2 141 4
1 5290 5
1 4627 5
1 5760 6
2 1266 5
1 2291 6
2 4573 4
1 8891 2
1 4690 4
2 1073 5
1 549 5
2 6763 2
2 6324 1
1 8368 1
1 6234 6
1 8753 4
1 3607 4
2 8540 1
2 4958 6
2 1008 6
1 7685 2
2 868 6
1 36 2
1 1827 3
2 7448 6
2 2103 2
2 9861 2
2 5107 3
2 8053 3
2 10 2
2 1833 2
2 3539 2
2 3195 2
1 7541 6
1 6407 2
2 7157 4
1 572 1
2 5390 4
2 8770 1
2 8646 4
2 4408 4
1 9466 5
1 8303 2
2 6931 5
2 571 5
2 9353 2
2 7391 5
1 9617 2
1 6841 1
2 2830 1
1 3049 3
1 9776 2
1 5381 4
1 9161 2
1 2358 3
2 945 5
1 1925 2
1 4724 4
2 4253 5
2 2440 3
2 2962 3
1 1408 4
1 9626 3
1 2049 3
1 7424 2
2 4394 5
1 9347 5
1 8454 5
1 7307 3
1 194 5
2 6097 2
1 7367 2
1 4989 4
2 6905 1
1 9995 2
2 1729 2
1 1724 1
2 7553 3
2 2267 4
1 6370 4
2 6232 2
1 5854 3
2 4722 2
2 6811 2
2 3906 3
1 7820 5
2 9558 3
2 2714 6
1 3461 1
1 1433 6
2 325 2
1 1603 1
2 947 1
1 2457 4
2 821 5
2 4577 6
2 4925 6
2 4084 5
1 8508 1
2 6932 1
2 4453 1
1 2311 1
2 4198 5
1 1502 5
1 8852 5
1 3241 6
1 3172 2
1 6494 1
2 600 2
1 510 4
2 626 5
1 2070 5
2 2853 5
2 9881 1
2 5237 6
1 6853 1
2 1835 4
1 5521 2
1 6732 1
2 7765 3
1 8675 5
2 2773 4
1 9415 3
1 4581 2
1 488 3
1 1749 3
1 6369 5
2 769 2
2 1839 3
2 9346 6
1 3704 3
1 9019 1
1 7294 6
1 1730 1
1 2410 5
2 9985 5
1 892 1
2 2018 1
2 5948 1
1 3424 1
2 8163 3
2 2535 1
2 3777 5
2 6090 1
2 5258 4
1 5413 2
2 2958 6
1 9526 6
2 4187 2
2 1811 6
2 9183 2
1 4788 3
1 6825 1
1 5722 1
2 306 5
2 1397 6
2 8068 3
1 4982 5
2 6159 6
1 9665 2
1 7031 1
2 4778 3
1 6903 3
1 8265 4
1 8613 4
1 6405 1
1 5412 2
1 5498 4
1 1011 4
2 5438 1
1 6288 3
1 891 6
1 185 4
2 1440 4
1 5748 1
2 8035 6
1 9749 3
2 7201 3
2 3049 4
1 4095 2
2 238 1
2 7064 6
1 9177 5
1 8397 6
2 899 6
2 4718 4
2 8573 4
1 2794 3
1 6117 2
2 2841 5
1 1797 6
1 1188 2
2 5121 1
2 7288 5
1 1238 2
1 2919 2
1 1083 1
1 9934 1
2 9133 6
2 2043 4
2 1640 3
1 7248 6
2 8015 5
2 6058 4
1 2679 3
1 9450 2
1 580 1
2 6519 4
2 5653 3
2 6955 3
1 5358 4
1 7663 5
1 9762 6
2 539 1
2 1707 3
2 7747 1
1 5257 3
1 551 2
1 1591 6
1 7919 3
2 8817 1
1 4886 5
2 9233 4
2 6960 4
2 4521 2
1 1559 5
1 7880 2
1 5668 3
2 9437 2
2 4908 5
1 7087 2
2 9945 6
2 2452 6
1 8090 5
1 1839 3
1 5808 2
2 4537 1
1 4601 5
2 99 3
2 1998 4
1 3214 6
1 8052 6
2 6858 2
2 3162 5
2 5071 4
2 1656 3
2 3881 3
1 2574 6
2 916 5
2 7183 1
1 7712 3
2 2361 6
2 8918 2
1 1331 4
1 4152 6
1 534 4
1 527 3
2 2599 6
2 8568 3
2 450 2
2 1806 3
2 8699 6
1 8054 5
2 9312 5
2 6695 4
1 331 2
1 4543 2
1 793 1
2 5639 4
1 1003 5
2 8080 1
1 3886 5
2 4766 5
2 3474 1
2 8168 5
2 7828 5
2 9004 1
2 6129 2
2 9450 6
2 2705 2
2 2278 5
1 2958 6
2 2124 2
1 7006 5
2 7011 2
1 7993 3
2 7204 3
2 2988 2
2 2669 6
1 5666 2
2 7167 4
2 6820 1
1 2026 4
1 2059 1
